question,answer,score,title,state,link
What should be the personal ability or special attribute of the applicant?,be a U.S. citizen,0.04247903823852539,CollegeCounts Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/collegecounts-scholarship-program
What should be the personal ability or special attribute of the applicant?,Must be a US citizen or permanent resident,0.24496150016784668,CyberCorps Scholarship for Service,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/cybercorps-scholarship-for-service
What should be the personal ability or special attribute of the applicant?,scholarship provider’s website.,3.905686753569171e-05,JSU Alabama Agnes Manes Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-agnes-manes-scholarship
What should be the personal ability or special attribute of the applicant?,"minimum GPA of 3.0, and demonstrate financial need",0.057807859033346176,JSU Alabama Bob & Lou Kennamer Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-bob-and-lou-kennamer-scholarship
What should be the personal ability or special attribute of the applicant?,Mathematics,0.045102786272764206,JSU Alabama Bush Memorial Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-bush-memorial-scholarship
What should be the personal ability or special attribute of the applicant?,a child of a former player coached by Charley Pell at JSU Alabama,0.07898258417844772,JSU Alabama Charley Pell Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-charley-pell-scholarship
What should be the personal ability or special attribute of the applicant?,academics and leadership,0.5376594662666321,JSU Alabama Cole (Leone) Memorial Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-cole-leone-memorial-scholarship
What should be the personal ability or special attribute of the applicant?,majoring in education,0.005867440719157457,JSU Alabama Curley Memorial Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-curley-memorial-scholarship
What should be the personal ability or special attribute of the applicant?,junior or senior JSU student,0.000787263794336468,JSU Alabama Dr. James Reaves Memorial Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-dr-james-reaves-memorial-scholarship
What should be the personal ability or special attribute of the applicant?,children of employees of Alabama Orthopedic & Spine Center,0.0023266118951141834,JSU Alabama Dr. Perry & Kay Savage Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-dr-perry-and-kay-savage-scholarship
What should be the personal ability or special attribute of the applicant?,graduated from Piedmont High School.,5.9064743254566565e-05,JSU Alabama Farmers & Merchants Bank of Piedmont Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-farmers-and-merchants-bank-of-piedmont-scholarship
What should be the personal ability or special attribute of the applicant?,graduated from Guntersville High School.,3.13238451781217e-05,JSU Alabama Hallman Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-hallman-scholarship
What should be the personal ability or special attribute of the applicant?,Commerce/Business majors.,5.584605969488621e-05,JSU Alabama Jeff Parker Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-jeff-parker-scholarship
What should be the personal ability or special attribute of the applicant?,20 ACT score or an SAT of 1030,0.11545222997665405,JSU Alabama Leadership Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-leadership-scholarship
What should be the personal ability or special attribute of the applicant?,major in education,0.008065281435847282,JSU Alabama Mildred Sheppard Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-mildred-sheppard-scholarship
What should be the personal ability or special attribute of the applicant?,finance or economics,0.04267090559005737,JSU Alabama Moersch Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-moersch-scholarship
What should be the personal ability or special attribute of the applicant?,sensory impairment,0.3301122784614563,JSU Alabama Montgomery Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-montgomery-scholarship
What should be the personal ability or special attribute of the applicant?,major in a business-related area,0.15212282538414001,JSU Alabama Power Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-alabama-power-scholarship
What should be the personal ability or special attribute of the applicant?,contributing (either on or back stage) to each production during the term,0.022991569712758064,JSU Drama Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-drama-scholarship
What should be the personal ability or special attribute of the applicant?,a fourth year wind or percussion member of the Marching Southerners,0.10175985842943192,JSU Gadsden Music Company Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-gadsden-music-company-scholarship
What should be the personal ability or special attribute of the applicant?,exceptional creative ability and dedication to the arts,0.22890199720859528,JSU Julian Jenkins Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-julian-jenkins-scholarship
What should be the personal ability or special attribute of the applicant?,sophomore or above status,0.30574265122413635,JSU Opal R. & Opal A. Lovett Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-opal-r-and-opal-a-lovett-scholarship
What should be the personal ability or special attribute of the applicant?,Korean ancestry,0.059533070772886276,Korean American Scholarship Foundation-Southern Regional Chapter,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/korean-american-scholarship-foundation-southern-regional-chapter
What should be the personal ability or special attribute of the applicant?,golf,0.025658469647169113,Lady Legacy Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/lady-legacy-scholarship
What should be the personal ability or special attribute of the applicant?,health education,0.008901971392333508,Lettie Pate Whitehead Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/lettie-pate-whitehead-scholarship-program
What should be the personal ability or special attribute of the applicant?,"no criminal or civil offenses, between 17-23, and a US citizen",0.05726919695734978,Minority Serving Institute Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/minority-serving-institute-scholarship-program
What should be the personal ability or special attribute of the applicant?,"work as scientists, engineers or technicians",0.041196297854185104,NAAMLP Land Reclamation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/naamlp-land-reclamation-scholarship
What should be the personal ability or special attribute of the applicant?,2.5 GPA,0.195501908659935,Norfolk Southern Foundation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/norfolk-southern-foundation-scholarship
What should be the personal ability or special attribute of the applicant?,2.0 GPA,0.17640307545661926,Pen Air Federal Credit Union Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/pen-air-federal-credit-union-scholarship-program
What should be the personal ability or special attribute of the applicant?,members of the Presbyterian Church,0.10479343682527542,Samuel Robinson Award,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/samuel-robinson-award
What should be the personal ability or special attribute of the applicant?,minimum cumulative 2.5 GPA,0.0199173241853714,Southern Automotive Womens Forum Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/southern-automotive-womens-forum-scholarship
What should be the personal ability or special attribute of the applicant?,a desire to work in some aspect of food animal production,0.11081715673208237,Targeting Excellence Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/targeting-excellence-scholarships
What should be the personal ability or special attribute of the applicant?,at least a 3.0 GPA,0.1410122513771057,Teacher Education Scholarship Program of the Alabama Space Grant Consortium,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/teacher-education-scholarship-program-of-the-alabama-space-grant-consortium
What should be the personal ability or special attribute of the applicant?,2.5 GPA,0.06304500252008438,The Luther and Mary Ida Vandross Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/the-luther-and-mary-ida-vandross-scholarship
What should be the personal ability or special attribute of the applicant?,3.0 GPA,0.20501255989074707,U of A Tuscaloosa Coca-Cola First-Generation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-coca-cola-first-generation-scholarship
What should be the personal ability or special attribute of the applicant?,demonstrate extensive leadership,0.09589758515357971,U of A Tuscaloosa National Alumni Association Crimson Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-national-alumni-association-crimson-scholarship
What should be the personal ability or special attribute of the applicant?,US citizenship or legal residence,0.07996869087219238,UNCF General Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/uncf-general-scholarship
What should be the personal ability or special attribute of the applicant?,at least a 3.0 cumulative high school GPA,0.08257988095283508,University of Alabama-Tuscaloosa In-State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-in-state-merit-scholarships
What should be the personal ability or special attribute of the applicant?,at least a 3.0 cumulative high school GPA,0.0456344299018383,University of Alabama-Tuscaloosa Out of State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-out-of-state-merit-scholarships
What should be the personal ability or special attribute of the applicant?,2.5 GPA,0.10407835990190506,University of South Alabama/Drama Assistantships/Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-south-alabama-drama-assistantships-scholarships
What should be the personal ability or special attribute of the applicant?,their high school diploma from a Wisconsin high school,0.0872262716293335,Wisconsin Architects Foundation Out-of-State Study Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the personal ability or special attribute of the applicant?,Must have a 3.0 GPA,0.06323570013046265,Alaska Airmen Scholarships,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaska-airmen-scholarships
What should be the personal ability or special attribute of the applicant?,disabilities,0.4595354497432709,Alaska Space Grant Program- Undergraduate,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaska-space-grant-programundergraduate
What should be the personal ability or special attribute of the applicant?,at least one qualifying Alaska Institution of higher education,0.11983532458543777,AlaskAdvantage® Education Grant,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaskadvantage%C2%AE-education-grant
What should be the personal ability or special attribute of the applicant?,TCU Scholarships are awarded by each Tribal College or University.,2.3446427803719416e-06,American Indian College Fund TCU Scholarship Program,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/american-indian-college-fund-tcu-scholarship-program
What should be the personal ability or special attribute of the applicant?,intellectual disabilities,0.00035880954237654805,ARC of Washington Trust Fund Research Grants,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/arc-of-washington-trust-fund-research-grants
What should be the personal ability or special attribute of the applicant?,diverse candidate or be from an underserved community,0.06589171290397644,Bridging the Dream Scholarship Program for High School Seniors,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the personal ability or special attribute of the applicant?,"a family income of less than $150,000 per year",0.0917404517531395,Cancer for College Pacific Northwest Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/cancer-for-college-pacific-northwest-scholarship
What should be the personal ability or special attribute of the applicant?,minimum 2.5 GPA on a 4.0 scale,0.06487654894590378,CBC Spouses Performing Arts Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/cbc-spouses-performing-arts-scholarship
What should be the personal ability or special attribute of the applicant?,Korean heritage,0.2609468400478363,Korean American Scholarship Foundation - Western Regional Chapter,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/korean-american-scholarship-foundation-western-regional-chapter
What should be the personal ability or special attribute of the applicant?,U.S. citizen or legal resident of the United States,0.03515683114528656,Northwest Farm Credit Services Minority Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/northwest-farm-credit-services-minority-scholarship
What should be the personal ability or special attribute of the applicant?,osteopathic medicine,7.579776138300076e-05,Northwest Osteopathic Medical Foundation Scholarship Program,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/northwest-osteopathic-medical-foundation-scholarship-program
What should be the personal ability or special attribute of the applicant?,a member of the PMI Alaska Chapter who is a resident of Alaska,0.01772894710302353,PMI Alaska Chapter Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/pmi-alaska-chapter-scholarship
What should be the personal ability or special attribute of the applicant?,awards,0.00011277494195383042,UAF College of Fisheries and Ocean Sciences Scholarships,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/uaf-college-of-fisheries-and-ocean-sciences-scholarships
What should be the personal ability or special attribute of the applicant?,resident of one of WICHE’s 16 member states,0.0011114283697679639,WICHE Western Undergraduate Exchange,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/wiche-western-undergraduate-exchange
What should be the personal ability or special attribute of the applicant?,their high school diploma from a Wisconsin high school,0.0872262716293335,Wisconsin Architects Foundation Out-of-State Study Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the personal ability or special attribute of the applicant?,TCU Scholarships are awarded by each Tribal College or University.,2.3446427803719416e-06,American Indian College Fund TCU Scholarship Program,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/american-indian-college-fund-tcu-scholarship-program
What should be the personal ability or special attribute of the applicant?,advance their current careers,0.0006709836306981742,Arizona BPW Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-bpw-foundation-scholarship
What should be the personal ability or special attribute of the applicant?,3.0 of 4.0 or higher cumulative GPA,0.08404575288295746,Arizona Breaking Barriers Student Athlete Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-breaking-barriers-student-athlete-scholarship
What should be the personal ability or special attribute of the applicant?,health and wellness,0.0021691021975129843,Arizona Nurses Foundation Academic Nursing Scholarships,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-nurses-foundation-academic-nursing-scholarships
What should be the personal ability or special attribute of the applicant?,an Arizona resident,0.012561647221446037,Beaty Martinez Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/beaty-martinez-foundation-scholarship
What should be the personal ability or special attribute of the applicant?,diverse candidate or be from an underserved community,0.06589171290397644,Bridging the Dream Scholarship Program for High School Seniors,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the personal ability or special attribute of the applicant?,minimum 2.5 GPA on a 4.0 scale,0.06487654894590378,CBC Spouses Performing Arts Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cbc-spouses-performing-arts-scholarship
What should be the personal ability or special attribute of the applicant?,high school GPA of 3.0 or higher,0.09874726831912994,CU Succeed Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cu-succeed-scholarship
What should be the personal ability or special attribute of the applicant?,Must be a US citizen or permanent resident,0.24496150016784668,CyberCorps Scholarship for Service,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cybercorps-scholarship-for-service
What should be the personal ability or special attribute of the applicant?,"a family income of less than $150,000 per year",0.09774930775165558,"Dan X Wray ""Big Dream"" Scholarship",Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/dan-x-wray-big-dream-scholarship
What should be the personal ability or special attribute of the applicant?,full-time student,0.0008351646829396486,Earn to Learn Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/earn-to-learn-scholarship
What should be the personal ability or special attribute of the applicant?,Must be a legal US resident,0.17590942978858948,Flinn Scholars,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/flinn-scholars
What should be the personal ability or special attribute of the applicant?,"environment, conservation, and forestry",2.5473840651102364e-05,Herman and Katherine Peters Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/herman-and-katherine-peters-foundation-scholarship
What should be the personal ability or special attribute of the applicant?,Korean heritage,0.2609468400478363,Korean American Scholarship Foundation - Western Regional Chapter,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/korean-american-scholarship-foundation-western-regional-chapter
What should be the personal ability or special attribute of the applicant?,major,0.0002987366169691086,"Peters Foundation, Corp. Scholarship",Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/peters-foundation-corp-scholarship
What should be the personal ability or special attribute of the applicant?,3.0 GPA,0.6123005747795105,Phoenix AISES Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/phoenix-aises-scholarship
What should be the personal ability or special attribute of the applicant?,"hard work, education, and innovative thinking",0.17448870837688446,PinPoint Leak Detection's Innovation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/pinpoint-leak-detections-innovation-scholarship
What should be the personal ability or special attribute of the applicant?,committed to a career in news journalism,0.11897606402635574,Pulliam Journalism Fellowship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/pulliam-journalism-fellowship
What should be the personal ability or special attribute of the applicant?,"Black, Indigenous, and/or a Person of Color",0.1554257720708847,Stewardship Scholarship Essay Contest,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/stewardship-scholarship-essay-contest
What should be the personal ability or special attribute of the applicant?,"spouses, children, grandchildren and/or dependents",0.006483220495283604,Tempe Diablos Charities,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/tempe-diablos-charities
What should be the personal ability or special attribute of the applicant?,Hispanic decent,0.057594604790210724,TWP Veronica Munoz Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/twp-veronica-munoz-scholarship
What should be the personal ability or special attribute of the applicant?,2.5 GPA,0.2471168041229248,Union Pacific William E. Wimmer Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/union-pacific-william-e-wimmer-scholarship
What should be the personal ability or special attribute of the applicant?,resident of one of WICHE’s 16 member states,0.0011114283697679639,WICHE Western Undergraduate Exchange,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/wiche-western-undergraduate-exchange
What should be the personal ability or special attribute of the applicant?,railway engineering,0.08554937690496445,William E. and Barbara I. Van Trump Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/william-e-and-barbara-i-van-trump-scholarship
What should be the personal ability or special attribute of the applicant?,their high school diploma from a Wisconsin high school,0.0872262716293335,Wisconsin Architects Foundation Out-of-State Study Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the personal ability or special attribute of the applicant?,2.5 GPA,0.03488948941230774,Arkadelphia Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkadelphia-promise-scholarship
What should be the personal ability or special attribute of the applicant?,major in music with emphasis in choral or vocal performance,0.04826552793383598,Arkansas Chamber Singers Music/Vocal Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-chamber-singers-music-vocal-scholarship
What should be the personal ability or special attribute of the applicant?,95% attendance and punctuality record,0.06823620200157166,Arkansas Northeastern College - Great River Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-northeastern-college-great-river-promise-scholarship
What should be the personal ability or special attribute of the applicant?,legal resident of the United States,0.10195768624544144,Arkansas Single Parent Scholarship Fund,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-single-parent-scholarship-fund
What should be the personal ability or special attribute of the applicant?,maintain a grade point average of 2.5 or higher,0.0811789408326149,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/beca-inc-edna-r-anthony-memorial-scholarship
What should be the personal ability or special attribute of the applicant?,diverse candidate or be from an underserved community,0.06589171290397644,Bridging the Dream Scholarship Program for High School Seniors,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the personal ability or special attribute of the applicant?,graduating seniors from accredited high schools,0.2548583447933197,Carl Tapp Technician Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/carl-tapp-technician-scholarship
What should be the personal ability or special attribute of the applicant?,minimum 2.5 GPA on a 4.0 scale,0.06487654894590378,CBC Spouses Performing Arts Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cbc-spouses-performing-arts-scholarship
What should be the personal ability or special attribute of the applicant?,Must be a US citizen or permanent resident,0.24496150016784668,CyberCorps Scholarship for Service,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cybercorps-scholarship-for-service
What should be the personal ability or special attribute of the applicant?,scholastic achievement and a commitment to a career in human resources,0.035583123564720154,J.C. Cote Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/j-c-cote-scholarship
