question,answer,score,title,state,link
What nationality or citizenship should the applicant belong to be?,JSU Julian Jenkins Scholarship,2.6873412934946828e-05,JSU Julian Jenkins Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-julian-jenkins-scholarship
What nationality or citizenship should the applicant belong to be?,JSU Opal R. & Opal A. Lovett Scholarship,1.7968353859032504e-05,JSU Opal R. & Opal A. Lovett Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/jsu-opal-r-and-opal-a-lovett-scholarship
What nationality or citizenship should the applicant belong to be?,Korean,0.2854320704936981,Korean American Scholarship Foundation-Southern Regional Chapter,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/korean-american-scholarship-foundation-southern-regional-chapter
What nationality or citizenship should the applicant belong to be?,Alabama,0.04281764477491379,Lady Legacy Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/lady-legacy-scholarship
What nationality or citizenship should the applicant belong to be?,Christian,0.008085264824330807,Lettie Pate Whitehead Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/lettie-pate-whitehead-scholarship-program
What nationality or citizenship should the applicant belong to be?,US,0.3472162187099457,Minority Serving Institute Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/minority-serving-institute-scholarship-program
What nationality or citizenship should the applicant belong to be?,an undergraduate student enrolled in a school in the Eastern region of the United States,2.229887650173623e-05,NAAMLP Land Reclamation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/naamlp-land-reclamation-scholarship
What nationality or citizenship should the applicant belong to be?,Norfolk Southern Foundation Scholarship,1.1642704521364067e-05,Norfolk Southern Foundation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/norfolk-southern-foundation-scholarship
What nationality or citizenship should the applicant belong to be?,Alabama and Florida,0.0002696362789720297,Pen Air Federal Credit Union Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/pen-air-federal-credit-union-scholarship-program
What nationality or citizenship should the applicant belong to be?,members of the Presbyterian Church (U.S.A.),0.03830533102154732,Samuel Robinson Award,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/samuel-robinson-award
What nationality or citizenship should the applicant belong to be?,female,0.009052861481904984,Southern Automotive Womens Forum Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/southern-automotive-womens-forum-scholarship
What nationality or citizenship should the applicant belong to be?,Preference will always be given to applicants,1.5007586853243993e-06,Targeting Excellence Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/targeting-excellence-scholarships
What nationality or citizenship should the applicant belong to be?,Alabama,0.016780856996774673,Teacher Education Scholarship Program of the Alabama Space Grant Consortium,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/teacher-education-scholarship-program-of-the-alabama-space-grant-consortium
What nationality or citizenship should the applicant belong to be?,"resident of Pennsylvania, Delaware, or Southern New Jersey",0.13323543965816498,The Luther and Mary Ida Vandross Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/the-luther-and-mary-ida-vandross-scholarship
What nationality or citizenship should the applicant belong to be?,residents of Alabama,0.32984012365341187,U of A Tuscaloosa Coca-Cola First-Generation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-coca-cola-first-generation-scholarship
What nationality or citizenship should the applicant belong to be?,Alabama,0.0048568169586360455,U of A Tuscaloosa National Alumni Association Crimson Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-national-alumni-association-crimson-scholarship
What nationality or citizenship should the applicant belong to be?,US,0.6754623055458069,UNCF General Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/uncf-general-scholarship
What nationality or citizenship should the applicant belong to be?,First time freshmen admitted by to the University of Alabama,0.0004974791663698852,University of Alabama-Tuscaloosa In-State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-in-state-merit-scholarships
What nationality or citizenship should the applicant belong to be?,First time freshmen admitted to the University of Alabama,0.0005838322686031461,University of Alabama-Tuscaloosa Out of State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-out-of-state-merit-scholarships
What nationality or citizenship should the applicant belong to be?,USA,0.0044409241527318954,University of South Alabama/Drama Assistantships/Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-south-alabama-drama-assistantships-scholarships
What nationality or citizenship should the applicant belong to be?,Wisconsin,0.08733625710010529,Wisconsin Architects Foundation Out-of-State Study Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/wisconsin-architects-foundation-out-of-state-study-scholarship
What nationality or citizenship should the applicant belong to be?,US resident,0.22039106488227844,Alaska Airmen Scholarships,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaska-airmen-scholarships
What nationality or citizenship should the applicant belong to be?,U. S. citizens,0.33491796255111694,Alaska Space Grant Program- Undergraduate,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaska-space-grant-programundergraduate
What nationality or citizenship should the applicant belong to be?,Alaska,0.009394481778144836,AlaskAdvantage® Education Grant,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaskadvantage%C2%AE-education-grant
What nationality or citizenship should the applicant belong to be?,American Indian,0.05375262722373009,American Indian College Fund TCU Scholarship Program,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/american-indian-college-fund-tcu-scholarship-program
What nationality or citizenship should the applicant belong to be?,Washington,1.3597358702099882e-05,ARC of Washington Trust Fund Research Grants,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/arc-of-washington-trust-fund-research-grants
What nationality or citizenship should the applicant belong to be?,US citizen or permanent resident,0.4521021544933319,Bridging the Dream Scholarship Program for High School Seniors,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/bridging-the-dream-scholarship-program-for-high-school-seniors
What nationality or citizenship should the applicant belong to be?,U.S,0.0024202701169997454,Cancer for College Pacific Northwest Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/cancer-for-college-pacific-northwest-scholarship
What nationality or citizenship should the applicant belong to be?,African-American or Black,0.19534394145011902,CBC Spouses Performing Arts Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/cbc-spouses-performing-arts-scholarship
What nationality or citizenship should the applicant belong to be?,Korean,0.2988396883010864,Korean American Scholarship Foundation - Western Regional Chapter,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/korean-american-scholarship-foundation-western-regional-chapter
What nationality or citizenship should the applicant belong to be?,U.S. citizen or legal resident of the United States,0.3504783809185028,Northwest Farm Credit Services Minority Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/northwest-farm-credit-services-minority-scholarship
What nationality or citizenship should the applicant belong to be?,Northwest Osteopathic Medical Foundation Scholarship Program,3.4141378364438424e-06,Northwest Osteopathic Medical Foundation Scholarship Program,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/northwest-osteopathic-medical-foundation-scholarship-program
What nationality or citizenship should the applicant belong to be?,Alaska,0.003257975447922945,PMI Alaska Chapter Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/pmi-alaska-chapter-scholarship
What nationality or citizenship should the applicant belong to be?,scholarship provider's website.,1.2050824125253712e-06,UAF College of Fisheries and Ocean Sciences Scholarships,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/uaf-college-of-fisheries-and-ocean-sciences-scholarships
What nationality or citizenship should the applicant belong to be?,WICHE’s 16 member states/U.S. territories,0.007303833961486816,WICHE Western Undergraduate Exchange,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/wiche-western-undergraduate-exchange
What nationality or citizenship should the applicant belong to be?,Wisconsin,0.08733625710010529,Wisconsin Architects Foundation Out-of-State Study Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/wisconsin-architects-foundation-out-of-state-study-scholarship
What nationality or citizenship should the applicant belong to be?,American Indian,0.05375262722373009,American Indian College Fund TCU Scholarship Program,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/american-indian-college-fund-tcu-scholarship-program
What nationality or citizenship should the applicant belong to be?,Arizona Business and Professional Women's Foundation promotes the advancement of Arizona,0.0032047952990978956,Arizona BPW Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-bpw-foundation-scholarship
What nationality or citizenship should the applicant belong to be?,Arizona high school senior,0.14390236139297485,Arizona Breaking Barriers Student Athlete Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-breaking-barriers-student-athlete-scholarship
What nationality or citizenship should the applicant belong to be?,Arizona,0.004017235711216927,Arizona Nurses Foundation Academic Nursing Scholarships,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-nurses-foundation-academic-nursing-scholarships
What nationality or citizenship should the applicant belong to be?,Arizona resident,0.17007382214069366,Beaty Martinez Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/beaty-martinez-foundation-scholarship
What nationality or citizenship should the applicant belong to be?,US citizen or permanent resident,0.4521021544933319,Bridging the Dream Scholarship Program for High School Seniors,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/bridging-the-dream-scholarship-program-for-high-school-seniors
What nationality or citizenship should the applicant belong to be?,African-American or Black,0.19534394145011902,CBC Spouses Performing Arts Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cbc-spouses-performing-arts-scholarship
What nationality or citizenship should the applicant belong to be?,graduating high school seniors with a high school GPA of 3.0 or higher,0.0011878932127729058,CU Succeed Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cu-succeed-scholarship
What nationality or citizenship should the applicant belong to be?,US citizen or permanent resident,0.46522146463394165,CyberCorps Scholarship for Service,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cybercorps-scholarship-for-service
What nationality or citizenship should the applicant belong to be?,U.S,0.0036559533327817917,"Dan X Wray ""Big Dream"" Scholarship",Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/dan-x-wray-big-dream-scholarship
What nationality or citizenship should the applicant belong to be?,"ADVERTISEMENT
",7.644111406079901e-07,Earn to Learn Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/earn-to-learn-scholarship
What nationality or citizenship should the applicant belong to be?,US resident,0.2607516348361969,Flinn Scholars,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/flinn-scholars
What nationality or citizenship should the applicant belong to be?,Christian,3.3406566217308864e-05,Herman and Katherine Peters Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/herman-and-katherine-peters-foundation-scholarship
What nationality or citizenship should the applicant belong to be?,Korean,0.2988396883010864,Korean American Scholarship Foundation - Western Regional Chapter,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/korean-american-scholarship-foundation-western-regional-chapter
What nationality or citizenship should the applicant belong to be?,The Peters Foundation,3.2179771096707555e-06,"Peters Foundation, Corp. Scholarship",Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/peters-foundation-corp-scholarship
What nationality or citizenship should the applicant belong to be?,"American Indian, Alaskan Native, and Native Hawaiian",0.053020477294921875,Phoenix AISES Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/phoenix-aises-scholarship
What nationality or citizenship should the applicant belong to be?,Arizona Resident,0.6590357422828674,PinPoint Leak Detection's Innovation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/pinpoint-leak-detections-innovation-scholarship
What nationality or citizenship should the applicant belong to be?,Applicants need to be committed to a career in news journalism,0.00010274317173752934,Pulliam Journalism Fellowship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/pulliam-journalism-fellowship
What nationality or citizenship should the applicant belong to be?,"Black, Indigenous, and/or a Person of Color",0.19363123178482056,Stewardship Scholarship Essay Contest,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/stewardship-scholarship-essay-contest
What nationality or citizenship should the applicant belong to be?,Tempe Diablos,3.465962436166592e-05,Tempe Diablos Charities,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/tempe-diablos-charities
What nationality or citizenship should the applicant belong to be?,Hispanic,0.539876401424408,TWP Veronica Munoz Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/twp-veronica-munoz-scholarship
What nationality or citizenship should the applicant belong to be?,Eligible applicants must have completed at least one quarter or semester,1.3438932001008652e-05,Union Pacific William E. Wimmer Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/union-pacific-william-e-wimmer-scholarship
What nationality or citizenship should the applicant belong to be?,WICHE’s 16 member states/U.S. territories,0.007303833961486816,WICHE Western Undergraduate Exchange,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/wiche-western-undergraduate-exchange
What nationality or citizenship should the applicant belong to be?,females,0.056389112025499344,William E. and Barbara I. Van Trump Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/william-e-and-barbara-i-van-trump-scholarship
What nationality or citizenship should the applicant belong to be?,Wisconsin,0.08733625710010529,Wisconsin Architects Foundation Out-of-State Study Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/wisconsin-architects-foundation-out-of-state-study-scholarship
What nationality or citizenship should the applicant belong to be?,Arkansas,0.03368932753801346,Arkadelphia Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkadelphia-promise-scholarship
What nationality or citizenship should the applicant belong to be?,Arkansas,0.011666550301015377,Arkansas Chamber Singers Music/Vocal Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-chamber-singers-music-vocal-scholarship
What nationality or citizenship should the applicant belong to be?,Arkansas,0.012422586791217327,Arkansas Northeastern College - Great River Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-northeastern-college-great-river-promise-scholarship
What nationality or citizenship should the applicant belong to be?,legal resident of the United States,0.23084837198257446,Arkansas Single Parent Scholarship Fund,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-single-parent-scholarship-fund
What nationality or citizenship should the applicant belong to be?,Black,0.04975375905632973,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/beca-inc-edna-r-anthony-memorial-scholarship
What nationality or citizenship should the applicant belong to be?,US citizen or permanent resident,0.4521021544933319,Bridging the Dream Scholarship Program for High School Seniors,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/bridging-the-dream-scholarship-program-for-high-school-seniors
What nationality or citizenship should the applicant belong to be?,Arkansas,0.06321491301059723,Carl Tapp Technician Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/carl-tapp-technician-scholarship
What nationality or citizenship should the applicant belong to be?,African-American or Black,0.19534394145011902,CBC Spouses Performing Arts Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cbc-spouses-performing-arts-scholarship
What nationality or citizenship should the applicant belong to be?,US citizen or permanent resident,0.46522146463394165,CyberCorps Scholarship for Service,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cybercorps-scholarship-for-service
What nationality or citizenship should the applicant belong to be?,Arkansas,0.07918604463338852,J.C. Cote Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/j-c-cote-scholarship
What nationality or citizenship should the applicant belong to be?,Korean,0.3615070581436157,Korean American Scholarship Foundation-Southwestern Regional Chapter,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/korean-american-scholarship-foundation-southwestern-regional-chapter
What nationality or citizenship should the applicant belong to be?,US,0.31756582856178284,Law Enforcement Officers’ (LEO) Dependents Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/law-enforcement-officers-leo-dependents-scholarship
