question,answer,score,score2,title,state,link
What should be the GPA score?,2.5 or higher,0.6607972979545593,0.446522980928421,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/beca-inc-edna-r-anthony-memorial-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,CBC Spouses Performing Arts Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,3.0,0.7841567397117615,0.3152885735034942,J.C. Cote Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/j-c-cote-scholarship
What should be the GPA score?,3.0,0.9008171558380128,0.7124935388565063,Korean American Scholarship Foundation-Southwestern Regional Chapter,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/korean-american-scholarship-foundation-southwestern-regional-chapter
What should be the GPA score?,2.0,0.8799546957015991,0.6547064781188965,Law Enforcement Officers’ (LEO) Dependents Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/law-enforcement-officers-leo-dependents-scholarship
What should be the GPA score?,2.5,0.843971312046051,0.3777878880500793,Southern Automotive Womens Forum Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/southern-automotive-womens-forum-scholarship
What should be the GPA score?,2.5,0.9354061484336852,0.6759601831436157,The Luther and Mary Ida Vandross Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/the-luther-and-mary-ida-vandross-scholarship
What should be the GPA score?,2.5,0.8989195823669434,0.5878730416297913,UNCF General Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/uncf-general-scholarship
What should be the GPA score?,2.5,0.887684166431427,0.631976306438446,Union Pacific William E. Wimmer Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/union-pacific-william-e-wimmer-scholarship
What should be the GPA score?,2.5,0.8958663940429688,0.6315844058990479,William E. and Barbara I. Van Trump Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/william-e-and-barbara-i-van-trump-scholarship
What should be the GPA score?,3.0 or higher,0.6237861514091492,0.5073028206825256,AAUW Sacramento Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aauw-sacramento-scholarship
What should be the GPA score?,3.0 or higher,0.620826244354248,0.2532039880752563,American Florists' Exchange Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/american-florists-exchange-scholarship
What should be the GPA score?,2.5,0.9207816123962402,0.543074905872345,AWS Donald F Hastings Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aws-donald-f-hastings-scholarship
What should be the GPA score?,3.0,0.7227338552474976,0.0763404816389083,Cal Grant High School Entitlement Award,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cal-grant-high-school-entitlement-award
What should be the GPA score?,3.0 or higher,0.7837215065956116,0.4551640152931213,Calflowers Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/calflowers-scholarship
What should be the GPA score?,2.5,0.9166727662086488,0.4832083284854889,California Broadcasters Association Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-broadcasters-association-scholarship
What should be the GPA score?,3.8 to 4.0,0.2303024530410766,0.2363230884075164,California Institute of Advanced Management (CIAM) Academic Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-academic-scholarship
What should be the GPA score?,3.0,0.8575018644332886,0.6106906533241272,California Institute of Advanced Management (CIAM) Community Scholarship (MBA),California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-community-scholarship-mba
What should be the GPA score?,3.0,0.6255685091018677,0.2985512912273407,California Polytechnic State University Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-polytechnic-state-university-scholarships
What should be the GPA score?,2.5,0.9299875497817992,0.665833592414856,California State University- Fullerton Alumni Association Student Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-state-universityfullerton-alumni-association-student-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,CBC Spouses Performing Arts Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,2.5,0.8915091753005981,0.2522981762886047,CBC Spouses Visual Arts Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cbc-spouses-visual-arts-scholarship
What should be the GPA score?,3.2,0.9729366302490234,0.7247215509414673,Chao Family Foundation Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/chao-family-foundation-scholarship
What should be the GPA score?,3.2,0.9172211289405824,0.6728389263153076,College Women's Club of Pasadena Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/college-womens-club-of-pasadena-scholarship
What should be the GPA score?,2.50 or above,0.6564673781394958,0.5839343070983887,"Construction Landscape Irrigation Council, Inc (CLIC) Scholarship",California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/construction-landscape-irrigation-council-inc-clic-scholarship
What should be the GPA score?,2.8,0.972505748271942,0.8599481582641602,CSU Dale M. Schoettler Scholarship for Visually Impaired Students,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/csu-dale-m-schoettler-scholarship-for-visually-impaired-students
What should be the GPA score?,3.0,0.929558277130127,0.2747356295585632,Cynthia H. Kuo Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cynthia-h-kuo-scholarship
What should be the GPA score?,3.8,0.9018277525901794,0.7267574667930603,Cyril Smith Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cyril-smith-scholarship
What should be the GPA score?,2.5,0.8928998708724976,0.5244839787483215,David C. Lizárraga Fellowship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/david-c-liz%C3%A1rraga-fellowship
What should be the GPA score?,3.25,0.924652934074402,0.5954159498214722,ERC Eco Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/erc-eco-scholarship
What should be the GPA score?,3.0,0.9261630773544312,0.7490436434745789,Foundation for College Christian Leaders Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/foundation-for-college-christian-leaders-scholarship
What should be the GPA score?,3.0,0.910106599330902,0.6467417478561401,FWSF Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/fwsf-scholarship
What should be the GPA score?,3.3,0.917036235332489,0.4096398055553436,Honmyo Nguyen Family Trust Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/honmyo-nguyen-family-trust-scholarship
What should be the GPA score?,2.5,0.9042771458625792,0.5907118916511536,Kathleen McVey Memorial Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/kathleen-mcvey-memorial-scholarship
What should be the GPA score?,3.0,0.6972042322158813,0.5645416378974915,Korean American Scholarship Foundation - Western Regional Chapter,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/korean-american-scholarship-foundation-western-regional-chapter
What should be the GPA score?,3.0,0.7933512926101685,0.4695740342140198,Lapiz Family Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/lapiz-family-scholarship
What should be the GPA score?,2.7,0.9288368821144104,0.3465863168239593,Los Angeles Hispanic PR Association Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/los-angeles-hispanic-pr-association-scholarship
What should be the GPA score?,2.50 or above,0.6627885699272156,0.533117949962616,Marina Landscape Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/marina-landscape-scholarship
What should be the GPA score?,3.0,0.8733950257301331,0.5785861015319824,Matt Fong Asian Americans in Public Finance Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/matt-fong-asian-americans-in-public-finance-scholarship
What should be the GPA score?,3.0,0.8821914196014404,0.5630764365196228,META Foundation Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/meta-foundation-scholarships
What should be the GPA score?,2.5,0.988178551197052,0.7449012398719788,On Your Own Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/on-your-own-scholarship
What should be the GPA score?,2.0,0.9202135801315308,0.5537329912185669,Pathways College Scholarship Opportunity,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/pathways-college-scholarship-opportunity
What should be the GPA score?,3.0,0.8409115076065063,0.6486853957176208,Patrick and Eileen Smyth Endowed Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/patrick-and-eileen-smyth-endowed-scholarship
What should be the GPA score?,3.7 or higher,0.6583834886550903,0.5320353507995605,Powell Scholarship at University of the Pacific,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/powell-scholarship-at-university-of-the-pacific
What should be the GPA score?,3.0,0.9456511735916138,0.6818782687187195,Royal Business Bank Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/royal-business-bank-scholarship
What should be the GPA score?,3.0,0.7942987084388733,0.4551649689674377,Samsung@First Scholars,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/samsungfirst-scholars
What should be the GPA score?,2.5,0.4415658712387085,0.2164904922246933,San Francisco Conservatory of Music Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/san-francisco-conservatory-of-music-scholarship
What should be the GPA score?,3.0,0.9207574129104614,0.6876876354217529,SCU Alumni Referral Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/scu-alumni-referral-scholarship
What should be the GPA score?,3.0 or higher,0.6649693250656128,0.4550796747207641,Soroptimist International of Los Angeles Fellowship for Women in Graduate Study,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/soroptimist-international-of-los-angeles-fellowship-for-women-in-graduate-study
What should be the GPA score?,2.0,0.931041657924652,0.4503959715366363,SVCF Bright Futures Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/svcf-bright-futures-scholarship
What should be the GPA score?,2.5,0.8574225902557373,0.2900364995002746,The California New Car Dealers Association (CNCDA) “CAR CAREERS” Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-california-new-car-dealers-association-cncda-%E2%80%9Ccar-careers%E2%80%9D-scholarship-program
What should be the GPA score?,3.25,0.9241721034049988,0.7828851938247681,The Ebell/Flint Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-ebell-flint-scholarship-program
What should be the GPA score?,3.5,0.9490744471549988,0.6773585081100464,The Elaine and Barry Gilbert College Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-elaine-and-barry-gilbert-college-scholarship
What should be the GPA score?,3.0,0.7530420422554016,0.4857986569404602,The Fauneil J. Rinn Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-fauneil-j-rinn-scholarship
What should be the GPA score?,3.5,0.9406246542930604,0.6583181023597717,The Gail Karp Orgell Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-gail-karp-orgell-scholarship
What should be the GPA score?,3.0,0.9007053375244141,0.7275497913360596,The Golden 1 Credit Union Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-golden-1-credit-union-scholarship-program
What should be the GPA score?,2.5,0.887684166431427,0.631976306438446,Union Pacific William E. Wimmer Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/union-pacific-william-e-wimmer-scholarship
What should be the GPA score?,3.0,0.9112752676010132,0.8640300631523132,United Contractors Scholarship Awards Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/united-contractors-scholarship-awards-program
What should be the GPA score?,4.1,0.5850222110748291,0.1547820419073104,University of California-Berkeley Undergraduate Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-berkeley-undergraduate-scholarship
What should be the GPA score?,3.20,0.9495370984077454,0.5917242765426636,University of California-Santa Barbara Regents Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-santa-barbara-regents-scholarship
What should be the GPA score?,2.5,0.9044716358184814,0.5697108507156372,USC Norman Topping Student Aid Fund,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/usc-norman-topping-student-aid-fund
What should be the GPA score?,2.25,0.850794792175293,0.2648833692073822,Usrey Family Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/usrey-family-scholarship
What should be the GPA score?,2.8 or higher,0.6598829030990601,0.5190069079399109,Virginia Smith Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/virginia-smith-scholarship
What should be the GPA score?,3.0,0.8849535584449768,0.4167777895927429,WACA Fall Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/waca-fall-scholarships
What should be the GPA score?,2.5,0.8958663940429688,0.6315844058990479,William E. and Barbara I. Van Trump Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/william-e-and-barbara-i-van-trump-scholarship
What should be the GPA score?,3.0,0.851319432258606,0.5106492042541504,WITOC Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/witoc-scholarship
What should be the GPA score?,3.0,0.5432034134864807,0.2113718837499618,World Trade Week Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/world-trade-week-scholarship
What should be the GPA score?,3.0 or better,0.7486312389373779,0.3790716826915741,Ab Irvine Scholarship Program,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/ab-irvine-scholarship-program
What should be the GPA score?,3.0,0.8907680511474609,0.7595753073692322,Captain Jeff Kuss Aviation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/captain-jeff-kuss-aviation-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,CBC Spouses Performing Arts Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,3.0 or higher,0.6888982653617859,0.3601630926132202,Climate Adaptation Scientists of Tomorrow Program,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/climate-adaptation-scientists-of-tomorrow-program
What should be the GPA score?,3.25,0.7029697895050049,0.4107170701026916,Colorado Christian University Commendation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-commendation-scholarship
What should be the GPA score?,3.4,0.6849307417869568,0.2269134074449539,Colorado Christian University Dean's Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-deans-scholarship
What should be the GPA score?,3.6,0.8707236647605896,0.3499088883399963,Colorado Christian University President's Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-presidents-scholarship
What should be the GPA score?,2.8,0.680137038230896,0.1202552765607833,Colorado Christian University Recognition Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-recognition-scholarship
What should be the GPA score?,2.0,0.8431267142295837,0.5138561129570007,Colorado Christian University School of Music Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-school-of-music-scholarship
What should be the GPA score?,3.8,0.9046066999435424,0.5965438485145569,Colorado Christian University Trustees' Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-trustees-scholarship
What should be the GPA score?,3.20,0.8723552227020264,0.4248318076133728,Colorado Mesa University Academic Achievement Award,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-mesa-university-academic-achievement-award
