question,answer,score,score2,sim_ans_ans_score,sim_topic_ans_score,multiplication,title,state,link
What should be the GPA score?,3.0,0.8888011574745178,0.7122438549995422,0.8178447362163437,0.2364531308412552,0.12241912024249288,Korean American Scholarship Foundation-Southern Regional Chapter,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/korean-american-scholarship-foundation-southern-regional-chapter
What should be the GPA score?,2.5,0.8991506695747375,0.6529397368431091,0.829871138970636,0.2526704967021942,0.12310360384867945,Norfolk Southern Foundation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/norfolk-southern-foundation-scholarship
What should be the GPA score?,2.0,0.8206328749656677,0.522831380367279,0.7430686672818028,0.22887277603149414,0.07296820171917184,Pen Air Federal Credit Union Scholarship Program,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/pen-air-federal-credit-union-scholarship-program
What should be the GPA score?,2.5,0.843971312046051,0.3777878880500793,0.829871138970636,0.2526704967021942,0.06685608016693892,Southern Automotive Womens Forum Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/southern-automotive-womens-forum-scholarship
What should be the GPA score?,3.0,0.7990274429321289,0.5422272682189941,0.8178447362163437,0.2364531308412552,0.0837835931088615,Teacher Education Scholarship Program of the Alabama Space Grant Consortium,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/teacher-education-scholarship-program-of-the-alabama-space-grant-consortium
What should be the GPA score?,2.5,0.9354061484336852,0.6759601831436157,0.829871138970636,0.2526704967021942,0.1325825996532114,The Luther and Mary Ida Vandross Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/the-luther-and-mary-ida-vandross-scholarship
What should be the GPA score?,3.0,0.7402993440628052,0.4273686110973358,0.8178447362163437,0.2364531308412552,0.06118231668595047,U of A Tuscaloosa Coca-Cola First-Generation Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-coca-cola-first-generation-scholarship
What should be the GPA score?,3.8,0.8900624513626099,0.652479350566864,0.7940064111683793,0.23388737440109253,0.10784947605053762,U of A Tuscaloosa National Alumni Association Crimson Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/u-of-a-tuscaloosa-national-alumni-association-crimson-scholarship
What should be the GPA score?,2.5,0.8989195823669434,0.5878730416297913,0.829871138970636,0.2526704967021942,0.11080760841859189,UNCF General Scholarship,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/uncf-general-scholarship
What should be the GPA score?,3.0,0.8037751317024231,0.5898632407188416,0.8178447362163437,0.2364531308412552,0.09168574736461227,University of Alabama-Tuscaloosa In-State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-in-state-merit-scholarships
What should be the GPA score?,3.0,0.808150053024292,0.6502155065536499,0.8178447362163437,0.2364531308412552,0.10161674043130706,University of Alabama-Tuscaloosa Out of State Merit Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-alabama-tuscaloosa-out-of-state-merit-scholarships
What should be the GPA score?,2.5,0.9217985272407532,0.639148473739624,0.829871138970636,0.2526704967021942,0.12353868131958355,University of South Alabama/Drama Assistantships/Scholarships,Alabama,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alabama/university-of-south-alabama-drama-assistantships-scholarships
What should be the GPA score?,3.0,0.8918570280075073,0.6233561038970947,0.8178447362163437,0.2364531308412552,0.10750963491900246,Alaska Airmen Scholarships,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/alaska-airmen-scholarships
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,0.829871138970636,0.2526704967021942,0.05388383736732684,CBC Spouses Performing Arts Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,3.0,0.6972042322158813,0.5645416378974915,0.8178447362163437,0.2364531308412552,0.07611529331757502,Korean American Scholarship Foundation - Western Regional Chapter,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/korean-american-scholarship-foundation-western-regional-chapter
What should be the GPA score?,3.0,0.8820943832397461,0.2191110253334045,0.8178447362163437,0.2364531308412552,0.0373762064111166,Northwest Farm Credit Services Minority Scholarship,Alaska,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/alaska/northwest-farm-credit-services-minority-scholarship
What should be the GPA score?,3.0 of 4.0 or higher,0.3767755627632141,0.3151271641254425,0.6000739027136447,0.15976014733314514,0.011382607495761702,Arizona Breaking Barriers Student Athlete Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/arizona-breaking-barriers-student-athlete-scholarship
What should be the GPA score?,3.0,0.7535661458969116,0.145913690328598,0.8178447362163437,0.2364531308412552,0.021263431504445707,Beaty Martinez Foundation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/beaty-martinez-foundation-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,0.829871138970636,0.2526704967021942,0.05388383736732684,CBC Spouses Performing Arts Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,3.0 or higher,0.2132133245468139,0.2052494436502456,0.6756416503398153,0.1332690268754959,0.003940415068529871,CU Succeed Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/cu-succeed-scholarship
What should be the GPA score?,3.5,0.9075393676757812,0.2269313037395477,0.8147169543850806,0.2825472354888916,0.04740866193069954,Flinn Scholars,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/flinn-scholars
What should be the GPA score?,3.0,0.6972042322158813,0.5645416378974915,0.8178447362163437,0.2364531308412552,0.07611529331757502,Korean American Scholarship Foundation - Western Regional Chapter,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/korean-american-scholarship-foundation-western-regional-chapter
What should be the GPA score?,3.0,0.8084083199501038,0.6175521612167358,0.8178447362163437,0.2364531308412552,0.09654290264449164,Phoenix AISES Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/phoenix-aises-scholarship
What should be the GPA score?,2.5,0.8220595121383667,0.4092752337455749,0.829871138970636,0.2526704967021942,0.07054787217658597,PinPoint Leak Detection's Innovation Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/pinpoint-leak-detections-innovation-scholarship
What should be the GPA score?,2.5,0.8290314674377441,0.2539874315261841,0.829871138970636,0.2526704967021942,0.044151802334154756,TWP Veronica Munoz Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/twp-veronica-munoz-scholarship
What should be the GPA score?,2.5,0.887684166431427,0.631976306438446,0.829871138970636,0.2526704967021942,0.11763172479820473,Union Pacific William E. Wimmer Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/union-pacific-william-e-wimmer-scholarship
What should be the GPA score?,2.5,0.8958663940429688,0.6315844058990479,0.829871138970636,0.2526704967021942,0.11864237701480883,William E. and Barbara I. Van Trump Scholarship,Arizona,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arizona/william-e-and-barbara-i-van-trump-scholarship
What should be the GPA score?,2.5,0.918570041656494,0.309552788734436,0.829871138970636,0.2526704967021942,0.059622776081198876,Arkadelphia Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkadelphia-promise-scholarship
What should be the GPA score?,3.0,0.9666882753372192,0.8690234422683716,0.8178447362163437,0.2364531308412552,0.16245529635078818,Arkansas Chamber Singers Music/Vocal Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-chamber-singers-music-vocal-scholarship
What should be the GPA score?,95%,0.8921282887458801,0.231180191040039,0.24114720307825507,0.2570685148239136,0.012785244764021559,Arkansas Northeastern College - Great River Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-northeastern-college-great-river-promise-scholarship
What should be the GPA score?,2.0,0.8649530410766602,0.544513463973999,0.7430686672818028,0.22887277603149414,0.0800984734165025,Arkansas Single Parent Scholarship Fund,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-single-parent-scholarship-fund
What should be the GPA score?,2.5 or higher,0.6607972979545593,0.446522980928421,0.6854710415176248,0.1534566581249237,0.031037513558910712,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/beca-inc-edna-r-anthony-memorial-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,0.829871138970636,0.2526704967021942,0.05388383736732684,CBC Spouses Performing Arts Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,3.0,0.7841567397117615,0.3152885735034942,0.8178447362163437,0.2364531308412552,0.04781091362405777,J.C. Cote Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/j-c-cote-scholarship
What should be the GPA score?,3.0,0.9008171558380128,0.7124935388565063,0.8178447362163437,0.2364531308412552,0.12411764040343583,Korean American Scholarship Foundation-Southwestern Regional Chapter,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/korean-american-scholarship-foundation-southwestern-regional-chapter
What should be the GPA score?,2.0,0.8799546957015991,0.6547064781188965,0.7430686672818028,0.22887277603149414,0.09797833106320354,Law Enforcement Officers’ (LEO) Dependents Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/law-enforcement-officers-leo-dependents-scholarship
What should be the GPA score?,2.5,0.843971312046051,0.3777878880500793,0.829871138970636,0.2526704967021942,0.06685608016693892,Southern Automotive Womens Forum Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/southern-automotive-womens-forum-scholarship
What should be the GPA score?,2.5,0.9354061484336852,0.6759601831436157,0.829871138970636,0.2526704967021942,0.1325825996532114,The Luther and Mary Ida Vandross Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/the-luther-and-mary-ida-vandross-scholarship
What should be the GPA score?,2.5,0.8989195823669434,0.5878730416297913,0.829871138970636,0.2526704967021942,0.11080760841859189,UNCF General Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/uncf-general-scholarship
What should be the GPA score?,2.5,0.887684166431427,0.631976306438446,0.829871138970636,0.2526704967021942,0.11763172479820473,Union Pacific William E. Wimmer Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/union-pacific-william-e-wimmer-scholarship
What should be the GPA score?,2.5,0.8958663940429688,0.6315844058990479,0.829871138970636,0.2526704967021942,0.11864237701480883,William E. and Barbara I. Van Trump Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/william-e-and-barbara-i-van-trump-scholarship
What should be the GPA score?,3.0 or higher,0.6237861514091492,0.5073028206825256,0.6756416503398153,0.13326901197433472,0.028493683628613778,AAUW Sacramento Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aauw-sacramento-scholarship
What should be the GPA score?,3.0 or higher,0.620826244354248,0.2532039880752563,0.6756416503398153,0.13326901197433472,0.014154228469483625,American Florists' Exchange Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/american-florists-exchange-scholarship
What should be the GPA score?,2.5,0.9207816123962402,0.543074905872345,0.829871138970636,0.2526704967021942,0.10485317093932921,AWS Donald F Hastings Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/aws-donald-f-hastings-scholarship
What should be the GPA score?,3.0,0.7227338552474976,0.0763404816389083,0.8178447362163437,0.2364531308412552,0.010669626732109624,Cal Grant High School Entitlement Award,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cal-grant-high-school-entitlement-award
What should be the GPA score?,3.0 or higher,0.7837215065956116,0.4551640152931213,0.6756416503398153,0.13326901197433472,0.03211998077616618,Calflowers Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/calflowers-scholarship
What should be the GPA score?,2.5,0.9166727662086488,0.4832083284854889,0.829871138970636,0.2526704967021942,0.09287823102926993,California Broadcasters Association Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-broadcasters-association-scholarship
What should be the GPA score?,3.8 to 4.0,0.2303024530410766,0.2363230884075164,0.5295098946816468,0.06395675241947174,0.0018431691828008855,California Institute of Advanced Management (CIAM) Academic Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-academic-scholarship
What should be the GPA score?,3.0,0.8575018644332886,0.6106906533241272,0.8178447362163437,0.2364531308412552,0.10126801045495283,California Institute of Advanced Management (CIAM) Community Scholarship (MBA),California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-institute-of-advanced-management-ciam-community-scholarship-mba
What should be the GPA score?,3.0,0.6255685091018677,0.2985512912273407,0.8178447362163437,0.2364531308412552,0.03611684154977904,California Polytechnic State University Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-polytechnic-state-university-scholarships
What should be the GPA score?,2.5,0.9299875497817992,0.665833592414856,0.829871138970636,0.2526704967021942,0.12983985801367517,California State University- Fullerton Alumni Association Student Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-state-universityfullerton-alumni-association-student-scholarship
What should be the GPA score?,2.5,0.8975263237953186,0.2863163352012634,0.829871138970636,0.2526704967021942,0.05388383736732684,CBC Spouses Performing Arts Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cbc-spouses-performing-arts-scholarship
What should be the GPA score?,2.5,0.8915091753005981,0.2522981762886047,0.829871138970636,0.2526704967021942,0.047163401947410276,CBC Spouses Visual Arts Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cbc-spouses-visual-arts-scholarship
What should be the GPA score?,3.2,0.9729366302490234,0.7247215509414673,0.836617143295558,0.22188812494277954,0.1308930387898965,Chao Family Foundation Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/chao-family-foundation-scholarship
What should be the GPA score?,3.2,0.9172211289405824,0.6728389263153076,0.836617143295558,0.22188812494277954,0.11456342249210522,College Women's Club of Pasadena Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/college-womens-club-of-pasadena-scholarship
What should be the GPA score?,2.50 or above,0.6564673781394958,0.5839343070983887,0.611746034810744,0.16594171524047852,0.038913821185747925,"Construction Landscape Irrigation Council, Inc (CLIC) Scholarship",California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/construction-landscape-irrigation-council-inc-clic-scholarship
What should be the GPA score?,2.8,0.972505748271942,0.8599481582641602,0.7745179683435224,0.19993248581886292,0.12950284549828806,CSU Dale M. Schoettler Scholarship for Visually Impaired Students,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/csu-dale-m-schoettler-scholarship-for-visually-impaired-students
What should be the GPA score?,3.0,0.929558277130127,0.2747356295585632,0.8178447362163437,0.2364531308412552,0.04938641929522874,Cynthia H. Kuo Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cynthia-h-kuo-scholarship
What should be the GPA score?,3.8,0.9018277525901794,0.7267574667930603,0.7940064111683793,0.23388737440109253,0.1217149391166359,Cyril Smith Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cyril-smith-scholarship
What should be the GPA score?,2.5,0.8928998708724976,0.5244839787483215,0.829871138970636,0.2526704967021942,0.09819744359324145,David C. Lizárraga Fellowship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/david-c-liz%C3%A1rraga-fellowship
What should be the GPA score?,3.25,0.924652934074402,0.5954159498214722,0.7348749039696605,0.2633962035179138,0.10656685367764579,ERC Eco Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/erc-eco-scholarship
What should be the GPA score?,3.0,0.9261630773544312,0.7490436434745789,0.8178447362163437,0.2364531308412552,0.1341561288067667,Foundation for College Christian Leaders Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/foundation-for-college-christian-leaders-scholarship
What should be the GPA score?,3.0,0.910106599330902,0.6467417478561401,0.8178447362163437,0.2364531308412552,0.11382537537019446,FWSF Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/fwsf-scholarship
What should be the GPA score?,3.3,0.917036235332489,0.4096398055553436,0.8120414424265089,0.23583254218101501,0.07194002333345625,Honmyo Nguyen Family Trust Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/honmyo-nguyen-family-trust-scholarship
What should be the GPA score?,2.5,0.9042771458625792,0.5907118916511536,0.829871138970636,0.2526704967021942,0.11200630329212256,Kathleen McVey Memorial Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/kathleen-mcvey-memorial-scholarship
What should be the GPA score?,3.0,0.6972042322158813,0.5645416378974915,0.8178447362163437,0.2364531308412552,0.07611529331757502,Korean American Scholarship Foundation - Western Regional Chapter,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/korean-american-scholarship-foundation-western-regional-chapter
What should be the GPA score?,3.0,0.7933512926101685,0.4695740342140198,0.8178447362163437,0.2364531308412552,0.0720419632173154,Lapiz Family Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/lapiz-family-scholarship
What should be the GPA score?,2.7,0.9288368821144104,0.3465863168239593,0.795202725635731,0.23387089371681213,0.05986939921572837,Los Angeles Hispanic PR Association Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/los-angeles-hispanic-pr-association-scholarship
What should be the GPA score?,2.50 or above,0.6627885699272156,0.533117949962616,0.6117461618350026,0.16594170033931732,0.035869481972030694,Marina Landscape Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/marina-landscape-scholarship
What should be the GPA score?,3.0,0.8733950257301331,0.5785861015319824,0.8178447362163437,0.2364531308412552,0.09772251665394185,Matt Fong Asian Americans in Public Finance Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/matt-fong-asian-americans-in-public-finance-scholarship
What should be the GPA score?,3.0,0.8821914196014404,0.5630764365196228,0.8178447362163437,0.2364531308412552,0.09606078128635191,META Foundation Scholarships,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/meta-foundation-scholarships
What should be the GPA score?,2.5,0.988178551197052,0.7449012398719788,0.829871138970636,0.2526704967021942,0.15434739904212624,On Your Own Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/on-your-own-scholarship
What should be the GPA score?,2.0,0.9202135801315308,0.5537329912185669,0.7430686672818028,0.22887277603149414,0.08665869082032211,Pathways College Scholarship Opportunity,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/pathways-college-scholarship-opportunity
What should be the GPA score?,3.0,0.8409115076065063,0.6486853957176208,0.8178447362163437,0.2364531308412552,0.10548734161989093,Patrick and Eileen Smyth Endowed Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/patrick-and-eileen-smyth-endowed-scholarship
What should be the GPA score?,3.7 or higher,0.6583834886550903,0.5320353507995605,0.6239783438882024,0.151459202170372,0.03310431474302236,Powell Scholarship at University of the Pacific,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/powell-scholarship-at-university-of-the-pacific
What should be the GPA score?,3.0,0.9456511735916138,0.6818782687187195,0.8178447362163437,0.2364531308412552,0.12469635170945619,Royal Business Bank Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/royal-business-bank-scholarship
What should be the GPA score?,3.0,0.7942987084388733,0.4551649689674377,0.8178447362163437,0.2364531308412552,0.06991471923246138,Samsung@First Scholars,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/samsungfirst-scholars
What should be the GPA score?,2.5,0.4415658712387085,0.2164904922246933,0.829871138970636,0.2526704967021942,0.020044698225924307,San Francisco Conservatory of Music Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/san-francisco-conservatory-of-music-scholarship
What should be the GPA score?,3.0,0.9207574129104614,0.6876876354217529,0.8178447362163437,0.2364531308412552,0.12244819045229612,SCU Alumni Referral Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/scu-alumni-referral-scholarship
What should be the GPA score?,3.0 or higher,0.6649693250656128,0.4550796747207641,0.6756416503398153,0.13326901197433472,0.02724800076820384,Soroptimist International of Los Angeles Fellowship for Women in Graduate Study,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/soroptimist-international-of-los-angeles-fellowship-for-women-in-graduate-study
What should be the GPA score?,2.0,0.931041657924652,0.4503959715366363,0.7430686672818028,0.22887277603149414,0.07131595410794346,SVCF Bright Futures Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/svcf-bright-futures-scholarship
What should be the GPA score?,2.5,0.8574225902557373,0.2900364995002746,0.829871138970636,0.2526704967021942,0.05214501198784637,The California New Car Dealers Association (CNCDA) “CAR CAREERS” Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-california-new-car-dealers-association-cncda-%E2%80%9Ccar-careers%E2%80%9D-scholarship-program
What should be the GPA score?,3.25,0.9241721034049988,0.7828851938247681,0.7348749039696605,0.2633962035179138,0.14004701674193096,The Ebell/Flint Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-ebell-flint-scholarship-program
What should be the GPA score?,3.5,0.9490744471549988,0.6773585081100464,0.8147169543850806,0.2825472354888916,0.14798465603958053,The Elaine and Barry Gilbert College Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-elaine-and-barry-gilbert-college-scholarship
What should be the GPA score?,3.0,0.7530420422554016,0.4857986569404602,0.8178447362163437,0.2364531308412552,0.07074430183351042,The Fauneil J. Rinn Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-fauneil-j-rinn-scholarship
What should be the GPA score?,3.5,0.9406246542930604,0.6583181023597717,0.8147169543850806,0.2825472354888916,0.14254433808533074,The Gail Karp Orgell Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-gail-karp-orgell-scholarship
